"","X...Session","Trial","MouseIdentifier","DateAcquired","BirthDate","Trialdurations","PrePerturbationms","PostPerturbationms","HHBackstepsms","HHBacksteps","HHShortStepsms","HHShortSteps","HHLongStepsms","HHLongSteps","HHJumpsms","HHJumps","HLBackstepsms","HLBacksteps","HLShortStepsms","HLShortSteps","HLLongStepsms","HLLongSteps","HLJumpsms","HLJumps","LLBackstepsms","LLBacksteps","LLShortStepsms","LLShortSteps","LLLongStepsms","LLLongSteps","LLJumpsms","LLJumps","LHBackstepsms","LHBacksteps","LHShortStepsms","LHShortSteps","LHLongStepsms","LHLongSteps","LHJumpsms","LHJumps","HHBackstepsLeftms","HHBackstepsLeft","HHShortStepsLeftms","HHShortStepsLeft","HHLongStepsLeftms","HHLongStepsLeft","HHJumpsLeftms","HHJumpsLeft","HLBackstepsLeftms","HLBackstepsLeft","HLShortStepsLeftms","HLShortStepsLeft","HLLongStepsLeftms","HLLongStepsLeft","HLJumpsLeftms","HLJumpsLeft","LLBackstepsLeftms","LLBackstepsLeft","LLShortStepsLeftms","LLShortStepsLeft","LLLongStepsLeftms","LLLongStepsLeft","LLJumpsLeftms","LLJumpsLeft","LHBackstepsLeftms","LHBackstepsLeft","LHShortStepsLeftms","LHShortStepsLeft","LHLongStepsLeftms","LHLongStepsLeft","LHJumpsLeftms","LHJumpsLeft","HHBackstepsRightms","HHBackstepsRight","HHShortStepsRightms","HHShortStepsRight","HHLongStepsRightms","HHLongStepsRight","HHJumpsRightms","HHJumpsRight","HLBackstepsRightms","HLBackstepsRight","HLShortStepsRightms","HLShortStepsRight","HLLongStepsRightms","HLLongStepsRight","HLJumpsRightms","HLJumpsRight","LLBackstepsRightms","LLBackstepsRight","LLShortStepsRightms","LLShortStepsRight","LLLongStepsRightms","LLLongStepsRight","LLJumpsRightms","LLJumpsRight","LHBackstepsRightms","LHBackstepsRight","LHShortStepsRightms","LHShortStepsRight","LHLongStepsRightms","LHLongStepsRight","LHJumpsRightms","LHJumpsRight","RestingFrequency","LightCueFrequency","AirCueFrequency","LeavingafterCueFrequency","Restingms","OnLadderbeforeCuems","LightCuems","AirCuems","OnLadderAfterCuems","LatencyLeavingbeforeCuems","LatencyLeavingafterCuems","LeavingonLightCueFrequency","LeavingonAirCueFrequency","LeavingbeforeCueFrequency","LeavingRefusalsFrequency","GoalboxReturnsFrequency","LeavingonLightCue","LeavingonAirCue","LeavingbeforeCue","LeavingRefusals","GoalboxReturns","DateAcquired1","Trialtype","Sex","Genotype","AnimalID","SumShortInvalidPerc","SumShortValidPerc","SumLongInvalidPerc","SumLongValidPerc","SumJumpInvalidPerc","SumJumpValidPerc","SumBackInvalidPerc","SumBackValidPerc","Missteps","SumShortInvalidms","SumShortValidms","SumLongInvalidms","SumLongValidms","SumJumpInvalidms","SumJumpValidms","SumBackInvalidms","SumBackValidms","Misstepsms"
"908",2,26,2827,"24/10/2017 01:19","11/06/2017",25.51,NA,NA,254.3,14.63,731.7,56.1,507.5,4.88,46,2.44,46,2.44,1210,4.88,157,2.44,NA,0,NA,0,274,2.44,NA,0,NA,0,86,2.44,432.5,4.88,NA,0,32,2.44,215.3,18.18,501.1,68.18,954,4.55,NA,0,NA,0,1578,4.55,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,749,4.55,NA,0,NA,0,332.5,10.53,1164.3,42.11,61,5.26,46,5.26,46,5.26,842,5.26,157,5.26,NA,0,NA,0,274,5.26,NA,0,NA,0,86,5.26,116,5.26,NA,0,32,5.26,1,1,1,1,10422,NA,3001,116,11972,NA,3117,NA,1,NA,NA,NA,0,100,0,0,0,13,1,1,"CE",20,7.32,60.98,2.44,4.88,0,4.88,2.44,17.07,9.76,1484,1164.2,157,507.5,NA,78,46,340.3,NA
"909",2,27,2827,"24/10/2017 01:19","11/06/2017",19.11,228,154,188.3,10,261.5,70,266.2,16.67,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,158,3.33,NA,0,302,83.33,287,16.67,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,188.3,16.67,224.6,61.11,252.3,16.67,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,158,5.56,1,1,1,1,9376,NA,3001,1671,5059,NA,4672,NA,1,NA,NA,NA,0,100,0,0,0,13,1,1,"CE",20,0,70,0,16.67,0,3.33,0,10,0,NA,261.5,NA,266.2,NA,158,NA,188.3,NA
"910",2,28,2827,"24/10/2017 01:19","11/06/2017",34.68,NA,NA,79.7,9.38,390.5,46.88,316.8,12.5,204.5,6.25,1262,9.38,859,3.13,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,93,3.13,53,3.13,332,3.13,240,3.13,79.7,18.75,454.2,62.5,319,6.25,204.5,12.5,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,263,31.25,316,18.75,NA,0,1262,18.75,859,6.25,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,93,6.25,53,6.25,332,6.25,240,6.25,1,1,3,3,9475,NA,3001,549,6854,NA,3345,NA,NA,NA,NA,1,0,0,0,0,100,13,1,1,"CE",20,3.13,50.01,0,15.63,0,9.38,9.38,12.51,3.13,859,443.5,NA,648.8,NA,444.5,1262,172.7,NA
"911",2,29,2827,"24/10/2017 01:19","11/06/2017",24.62,150,240,164.5,16.22,278.6,70.27,396,5.41,643,2.7,NA,0,31,2.7,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,30,2.7,NA,0,108.7,16.67,282.3,77.78,NA,0,643,5.56,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,220.3,15.79,274.3,63.16,396,10.53,NA,0,NA,0,31,5.26,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,30,5.26,NA,0,1,1,2,2,9050,NA,3001,2850,3434,NA,3864,NA,NA,NA,NA,1,0,0,0,0,100,13,1,1,"CE",20,2.7,70.27,0,8.11,0,2.7,0,16.22,2.7,31,278.6,NA,426,NA,643,NA,164.5,NA
"912",2,30,2827,"24/10/2017 01:19","11/06/2017",24.67,NA,NA,478.9,22.22,599.5,58.33,472.2,16.67,255,2.78,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,596.8,31.58,519.1,36.84,402.6,26.32,255,5.26,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,125,11.76,639.7,82.35,820,5.88,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,1,1,2,11169,NA,1571,480,5723,NA,1571,NA,NA,NA,NA,1,0,0,0,0,100,13,1,1,"CE",20,0,58.33,0,16.67,0,2.78,0,22.22,0,NA,599.5,NA,472.2,NA,255,NA,478.9,NA
"913",2,31,2827,"24/10/2017 01:19","11/06/2017",27.06,127,208,532.3,17.5,427,65,1354,10,NA,0,NA,0,NA,0,210,2.5,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,113,2.5,NA,0,144,2.5,570.8,21.05,238.5,57.89,1354,21.05,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,481,14.29,565.1,71.43,NA,0,NA,0,NA,0,NA,0,210,4.76,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,113,4.76,NA,0,144,4.76,1,1,1,1,8094,NA,3001,4879,11082,NA,7880,NA,1,NA,NA,NA,0,100,0,0,0,13,1,1,"CE",20,0,67.5,2.5,10,0,2.5,0,17.5,2.5,NA,540,210,1354,NA,144,NA,532.3,NA
"914",2,32,2827,"24/10/2017 01:19","11/06/2017",27.88,126,NA,640.5,23.26,545.3,55.81,410.1,20.93,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,539.3,26.09,599.9,47.83,294.3,26.09,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,792.3,20,499,65,641.7,15,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,1,2,2,11835,NA,3001,118,6403,NA,3090,NA,NA,NA,NA,1,0,0,0,0,100,13,1,1,"CE",20,0,55.81,0,20.93,0,0,0,23.26,0,NA,545.3,NA,410.1,NA,NA,NA,640.5,NA
"915",2,33,2827,"24/10/2017 01:19","11/06/2017",24.76,NA,NA,696,18.42,540.7,68.42,502.6,13.16,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,769.3,15.79,514.4,73.68,643,10.53,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,641,21.05,571.3,63.16,409,15.79,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,1,1,1,8698,NA,3001,1492,11571,NA,4493,NA,1,NA,NA,NA,0,100,0,0,0,13,1,1,"CE",20,0,68.42,0,13.16,0,0,0,18.42,0,NA,540.7,NA,502.6,NA,NA,NA,696,NA
"916",2,34,2827,"24/10/2017 01:19","11/06/2017",25.15,NA,NA,607,20.69,857.8,55.17,1223.3,20.69,204,3.45,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,521.6,31.25,655.2,37.5,1390.8,25,204,6.25,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1034,7.69,979.4,76.92,888.5,15.38,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,1,1,1,8518,NA,3001,410,13222,NA,3411,NA,1,NA,NA,NA,0,100,0,0,0,13,1,1,"CE",20,0,55.17,0,20.69,0,3.45,0,20.69,0,NA,857.8,NA,1223.3,NA,204,NA,607,NA
"917",2,35,2827,"24/10/2017 01:19","11/06/2017",28.44,NA,NA,71.7,10.71,211.2,46.43,189.4,17.86,89,7.14,134,3.57,41.5,7.14,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,173,3.57,NA,0,124,3.57,NA,0,186,45.45,326.5,18.18,NA,0,134,9.09,39,9.09,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,173,9.09,NA,0,124,9.09,71.7,17.65,226.9,47.06,98,17.65,89,11.76,NA,0,44,5.88,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,1,4,4,10508,NA,3001,1578,2154,NA,3101,NA,NA,NA,NA,1,0,0,0,0,100,13,1,1,"CE",20,7.14,50,0,17.86,0,10.71,3.57,10.71,7.14,41.5,384.2,NA,189.4,NA,213,134,71.7,NA
"918",2,36,2827,"24/10/2017 01:19","11/06/2017",39.18,NA,81,2107.3,21.28,704.1,68.09,737.6,10.64,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,3024.8,20,497.2,70,1331,10,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1495.7,22.22,864.9,66.67,342,11.11,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,1,1,1,8616,NA,3001,917,26647,NA,3918,NA,1,NA,NA,NA,0,100,0,0,0,13,1,1,"CE",20,0,68.09,0,10.64,0,0,0,21.28,0,NA,704.1,NA,737.6,NA,NA,NA,2107.3,NA
"919",2,37,2827,"24/10/2017 01:19","11/06/2017",20.88,222,194,395,8.57,399.6,62.86,131.7,8.57,690,5.71,46,2.86,54,2.86,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,147,2.86,47,2.86,275,2.86,NA,0,NA,0,448.8,92.86,215,7.14,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,395,14.29,328.7,42.86,90,9.52,690,9.52,46,4.76,54,4.76,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,147,4.76,47,4.76,275,4.76,NA,0,1,1,1,1,9550,NA,3001,498,7830,NA,3499,NA,1,NA,NA,NA,0,100,0,0,0,13,1,1,"CE",20,2.86,65.72,0,11.43,0,5.71,2.86,11.43,2.86,54,446.6,NA,406.7,NA,690,46,542,NA
"920",2,38,2827,"24/10/2017 01:19","11/06/2017",35.04,314,155,1012,25.64,1042.5,43.59,698.5,10.26,350.8,10.26,NA,0,287,2.56,39,2.56,NA,0,NA,0,NA,0,NA,0,NA,0,45,2.56,NA,0,NA,0,182,2.56,276,29.41,1704.2,35.29,261.3,17.65,430,17.65,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1748,22.73,681.6,50,2010,4.55,113,4.55,NA,0,287,4.55,39,4.55,NA,0,NA,0,NA,0,NA,0,NA,0,45,4.55,NA,0,NA,0,182,4.55,1,1,2,2,11956,NA,3001,158,9883,NA,3102,NA,NA,NA,NA,1,0,0,0,0,100,13,1,1,"CE",20,2.56,43.59,2.56,10.26,0,12.82,0,28.2,5.12,287,1042.5,39,698.5,NA,532.8,NA,1057,NA
"921",2,39,2827,"24/10/2017 01:19","11/06/2017",25.21,297,NA,1121.8,11.11,471.3,61.11,387.7,8.33,229,2.78,681,2.78,46,2.78,905,2.78,NA,0,NA,0,NA,0,NA,0,NA,0,52,2.78,316.5,5.56,NA,0,NA,0,1867.5,12.5,369.5,68.75,NA,0,229,6.25,NA,0,NA,0,905,6.25,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,317,6.25,NA,0,NA,0,376,10,573.1,55,387.7,15,NA,0,681,5,46,5,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,52,5,316,5,NA,0,NA,0,1,1,1,1,11866,NA,3001,332,10013,NA,3333,NA,1,NA,NA,NA,0,100,0,0,0,13,1,1,"CE",20,2.78,66.67,2.78,8.33,0,2.78,2.78,13.89,5.56,46,787.8,905,387.7,NA,229,681,1173.8,NA
"922",2,40,2827,"24/10/2017 01:19","11/06/2017",29.98,NA,NA,280.9,25,913.8,43.18,178.8,9.09,138.7,15.91,NA,0,141,2.27,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1742,4.55,NA,0,NA,0,NA,0,317.2,30,842,33.33,71,3.33,138.7,23.33,NA,0,141,3.33,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1742,6.67,NA,0,NA,0,NA,0,117.5,14.29,993.7,64.29,214.7,21.43,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,1,1,1,10595,NA,3001,82,16301,NA,3083,NA,1,NA,NA,NA,0,100,0,0,0,13,1,1,"CE",20,2.27,43.18,0,9.09,0,15.91,0,29.55,2.27,141,913.8,NA,178.8,NA,138.7,NA,2022.9,NA
"923",2,41,2827,"24/10/2017 01:19","11/06/2017",26.54,168,164,1280.1,25,266.4,47.73,632.9,15.91,1899,2.27,183,2.27,NA,0,423,2.27,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,829.5,4.55,NA,0,NA,0,1018.5,26.09,244.3,43.48,893.5,17.39,1899,4.35,183,4.35,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,37,4.35,NA,0,NA,0,1594,23.81,286.5,52.38,285.3,14.29,NA,0,NA,0,NA,0,423,4.76,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1622,4.76,NA,0,NA,0,1,1,1,1,8260,NA,3001,606,14670,NA,3607,NA,1,NA,NA,NA,0,100,0,0,0,13,1,1,"CE",20,0,52.28,2.27,15.91,0,2.27,2.27,25,2.27,NA,1095.9,423,632.9,NA,1899,183,1280.1,NA
"924",2,42,2827,"24/10/2017 01:19","11/06/2017",36.4,NA,NA,42,7.14,135,50,143.2,42.86,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,77.5,100,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,42,8.33,158,41.67,143.2,50,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,2,1,NA,1,11448,8444,2623,NA,2440,11062,2623,NA,NA,1,NA,NA,0,0,100,0,0,13,1,1,"CE",20,0,50,0,42.86,0,0,0,7.14,0,NA,135,NA,143.2,NA,NA,NA,42,NA
"925",3,1,2827,"25/10/2017 12:51","11/06/2017",21.66,161,103,93.2,17.24,87.4,27.59,150.1,27.59,184,3.45,128.7,10.34,35,3.45,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,191.7,10.34,91.3,18.75,71.6,31.25,138.5,25,184,6.25,118.5,12.5,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,148,6.25,96,15.38,113.7,23.08,161.8,30.77,NA,0,149,7.69,35,7.69,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,213.5,15.38,1,1,1,1,11822,NA,3001,3393,3448,NA,6394,NA,1,NA,NA,NA,0,100,0,0,0,36,1,1,"CE",20,3.45,27.59,0,27.59,0,13.79,10.34,17.24,3.45,35,87.4,NA,150.1,NA,375.7,128.7,93.2,NA
"926",3,2,2827,"25/10/2017 12:51","11/06/2017",30.24,NA,NA,315.3,17.5,355.9,72.5,359.3,7.5,46,2.5,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,332.5,20,357.4,65,407,10,46,5,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,292.3,15,354.7,80,264,5,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,1,1,2,10561,NA,2666,95,8457,NA,2666,NA,NA,NA,NA,1,0,0,0,0,100,36,1,1,"CE",20,0,72.5,0,7.5,0,2.5,0,17.5,0,NA,355.9,NA,359.3,NA,46,NA,315.3,NA
"927",3,3,2827,"25/10/2017 12:51","11/06/2017",20.15,182,201,205.8,11.43,396.6,68.57,69,5.71,157,2.86,NA,0,NA,0,32,2.86,NA,0,111,2.86,NA,0,90,2.86,NA,0,NA,0,NA,0,NA,0,282,2.86,44.5,11.11,480.6,55.56,69,11.11,NA,0,NA,0,NA,0,32,5.56,NA,0,111,5.56,NA,0,90,5.56,NA,0,NA,0,NA,0,NA,0,282,5.56,367,11.76,336.6,82.35,NA,0,157,5.88,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,1,1,1,8590,NA,3001,299,8255,NA,3300,NA,1,NA,NA,NA,0,100,0,0,0,36,1,1,"CE",20,0,68.57,5.72,5.71,0,5.72,2.86,11.43,5.72,NA,396.6,122,69,NA,439,111,205.8,NA
"928",3,4,2827,"25/10/2017 12:51","11/06/2017",33.37,223,NA,103.8,14.71,330.2,64.71,199.3,11.76,NA,0,NA,0,546,5.88,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,222,2.94,NA,0,NA,0,118,13.33,438.3,60,179.3,20,NA,0,NA,0,234,6.67,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,94.3,15.79,255.4,68.42,259,5.26,NA,0,NA,0,858,5.26,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,222,5.26,NA,0,NA,0,2,1,1,1,8194,8098,3001,175,5708,7860,3176,NA,NA,1,NA,NA,0,0,100,0,0,36,1,1,"CE",20,5.88,67.65,0,11.76,0,0,0,14.71,5.88,546,552.2,NA,199.3,NA,NA,NA,103.8,NA
"929",3,5,2827,"25/10/2017 12:51","11/06/2017",24.15,NA,NA,406,16.67,805.5,58.33,361,11.11,159,2.78,NA,0,NA,0,215,5.56,NA,0,NA,0,NA,0,NA,0,NA,0,144,2.78,49,2.78,NA,0,NA,0,864.5,13.33,809.9,60,547,13.33,NA,0,NA,0,NA,0,215,6.67,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,49,6.67,NA,0,NA,0,176.8,19.05,802.2,57.14,175,9.52,159,4.76,NA,0,NA,0,215,4.76,NA,0,NA,0,NA,0,NA,0,NA,0,144,4.76,NA,0,NA,0,NA,0,1,1,1,1,8837,NA,3001,690,11624,NA,3691,NA,1,NA,NA,NA,0,100,0,0,0,36,1,1,"CE",20,0,61.11,5.56,11.11,0,2.78,0,19.45,5.56,NA,854.5,215,361,NA,159,NA,550,NA
"930",3,6,2827,"25/10/2017 12:51","11/06/2017",25.41,174,NA,42.7,21.43,56.1,50,66.3,21.43,35,7.14,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,42.7,21.43,56.1,50,66.3,21.43,35,7.14,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,9447,NA,3001,537,5946,NA,3270,NA,NA,NA,NA,1,0,0,0,0,100,36,1,1,"CE",20,0,50,0,21.43,0,7.14,0,21.43,0,NA,56.1,NA,66.3,NA,35,NA,42.7,NA
"931",3,7,2827,"25/10/2017 12:51","11/06/2017",21.7,137,200,434.7,18.42,230.6,71.05,292,5.26,150,2.63,170,2.63,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,456,20,166.7,70,448,5,NA,0,170,5,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,406.3,16.67,299.4,72.22,136,5.56,150,5.56,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,1,1,1,11598,NA,3001,482,6617,NA,3483,NA,1,NA,NA,NA,0,100,0,0,0,36,1,1,"CE",20,0,71.05,0,5.26,0,2.63,2.63,18.42,0,NA,230.6,NA,292,NA,150,170,434.7,NA
"932",3,8,2827,"25/10/2017 12:51","11/06/2017",11.06,152,141,38.5,12.5,NA,0,120,68.75,87,6.25,NA,0,NA,0,126,6.25,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,175,6.25,NA,0,38.5,20,NA,0,108.9,70,87,10,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,139.5,66.67,NA,0,NA,0,NA,0,126,16.67,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,175,16.67,NA,0,1,1,NA,1,8656,NA,610,NA,1792,NA,610,1,NA,NA,NA,NA,100,0,0,0,0,36,1,1,"CE",20,0,0,6.25,75,0,6.25,0,12.5,6.25,NA,NA,126,295,NA,87,NA,38.5,NA
"933",3,9,2827,"25/10/2017 12:51","11/06/2017",25.18,NA,NA,116.3,9.09,777.9,57.58,163.3,12.12,NA,0,198,3.03,NA,0,200,6.06,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1325.3,12.12,NA,0,NA,0,104.5,10.53,360.9,68.42,103,5.26,NA,0,198,5.26,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,2585.5,10.53,NA,0,NA,0,140,7.14,1681.5,42.86,183.3,21.43,NA,0,NA,0,NA,0,200,14.29,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,65,14.29,NA,0,NA,0,1,1,1,1,9280,NA,3001,832,12064,NA,3833,NA,1,NA,NA,NA,0,100,0,0,0,36,1,1,"CE",20,0,69.7,6.06,12.12,0,0,3.03,9.09,6.06,NA,2103.2,200,163.3,NA,NA,198,116.3,NA
"934",3,10,2827,"25/10/2017 12:51","11/06/2017",30.74,161,162,60.8,25,71.5,10,140,55,112,10,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,51.3,36.36,NA,0,117.2,45.45,112,18.18,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,99,11.11,71.5,22.22,159,66.67,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,2,1,NA,1,10367,7163,937,NA,1904,10090,937,NA,NA,1,NA,NA,0,0,100,0,0,36,1,1,"CE",20,0,10,0,55,0,10,0,25,0,NA,71.5,NA,140,NA,112,NA,60.8,NA
"935",3,11,2827,"25/10/2017 12:51","11/06/2017",24.08,NA,NA,222.7,8.11,536.7,51.35,390.7,16.22,NA,0,248,5.41,NA,0,529.5,5.41,177,2.7,NA,0,NA,0,NA,0,NA,0,238,5.41,55,2.7,31,2.7,NA,0,298.5,9.09,340,45.45,469.5,18.18,NA,0,305,4.55,NA,0,529.5,9.09,NA,0,NA,0,NA,0,NA,0,NA,0,238,9.09,55,4.55,NA,0,NA,0,71,6.67,755.2,60,233,13.33,NA,0,191,6.67,NA,0,NA,0,177,6.67,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,31,6.67,NA,0,1,1,2,2,11360,NA,3001,286,4574,NA,3122,NA,NA,NA,NA,1,0,0,0,0,100,36,1,1,"CE",20,0,54.05,5.41,18.92,2.7,0,5.41,13.52,8.11,NA,591.7,529.5,421.7,177,NA,248,460.7,NA
"936",3,12,2827,"25/10/2017 12:51","11/06/2017",16.11,186,167,47,20,NA,0,159.4,45,80.7,15,73,10,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,34,5,NA,0,35,5,45.3,27.27,NA,0,139.5,36.36,98.5,18.18,45,9.09,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,34,9.09,NA,0,NA,0,52,11.11,NA,0,175.4,55.56,45,11.11,101,11.11,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,35,11.11,1,1,NA,1,11583,NA,823,NA,3702,NA,823,1,NA,NA,NA,NA,100,0,0,0,0,36,1,1,"CE",20,0,5,0,45,0,20,10,20,0,NA,34,NA,159.4,NA,115.7,73,47,NA
